,Atl_croaker_(nibea98),Bay_anchovy,Black_drum_or_Spot,Black_sea_bass,Nor_sea_robin,Scup,Smallmouth_flounder,Southern_kingfish(nibea95),Summ_flounder,Summ_flounder99a,Weakfish_Cyn,Windowpane_flounder,Am_butterfish,Nor_kingfish,Red_White_or_Spotted_hake,Atl_menhaden_LS16_or_river_herrings,Seaboard_goby,Silver_perch(nibea93),Atl_silverside,Nor_pipefish,Str_bass,Atl_mackerel,Flathead_grey_mullet,Silver_hake,Winter_or_Yellowtail_flounder,Atl_herring,Longitude,Latitude,station,Surface_Temp,Bottom_Temp,Surface_Salinity,Bottom_Salinity,temp_strat,salt_strat
0,0.0,0.021454037,0.040536508,0.0,0.013349877,0.0,0.024767948,0.006894819,0.084810981,0.0,0.0,0.12961945,0.0,0.005135776,0.017810306,0.507750781,0.0,0.0,0.047572678,0.0,0.011041133,0.052991158,0.010271552,0.019537937,0.000251292,0.0,-74.568,38.874,10.0,5.956091127593395,5.913677412131941,30.449175843906165,30.469611970917377,0.04241371546145434,0.020436127011212335
1,0.0,0.0133877,0.009241067,0.0,0.028127993,0.0,0.054103686,0.0,0.009626112,0.016941957,0.0,0.120489303,0.000720724,0.0,0.010021029,0.616979474,0.0,0.0,0.014355248,0.0,0.0,0.061162834,0.0,0.024781068,0.0,0.0,-74.618,38.724,11.0,6.265040183701281,6.349604392799629,30.64721985954744,30.878289954240138,0.08456420909834783,0.23107009469269713
2,0.030300725,0.01137466,0.013219714,0.02664866,0.064405684,0.02096133,0.0,0.006124817,0.032469138,0.0,0.0,0.164323892,0.017499477,0.0,0.042721549,0.376219733,0.025469347,0.0,0.148935766,0.0,0.019325509,0.0,0.0,0.0,0.0,0.0,-74.672,38.728,12.0,6.141931400277886,6.000855326662392,30.286460281795133,30.50154996592557,0.14107607361549412,0.2150896841304366
3,0.002776513,0.020035317,0.002676558,0.003509512,0.0,0.00506436,0.015581791,0.0,0.011550294,0.004231406,0.003320709,0.128852412,0.006585889,0.0,0.09403494,0.591430571,0.0,0.003742739,0.026487933,0.0,0.007963039,0.032551837,0.0,0.005586344,0.003753845,0.027043236,-74.928,38.905,13.0,5.5638576297406885,5.5912108158913565,30.637450705348865,30.59531948441968,0.027353186150667952,0.04213122092918553
4,0.01625718,0.040471536,0.004414639,0.000487174,0.001678044,0.0,0.037752985,0.000421015,0.037758999,0.024912038,0.000926232,0.063873936,0.000342826,0.0,0.14885875,0.157844405,0.002201305,0.005082248,0.012486091,0.382997023,0.038005593,0.008853337,0.000402971,0.003488407,0.000553334,0.007909061,-74.969,38.843,14.0,5.4514337983688215,5.624358567910724,29.02396680717238,30.008846895396747,0.17292476954190228,0.9848800882243687
5,0.007542511,0.06249509,0.007430271,0.000437735,0.000202032,0.0,0.039845109,0.0,0.047544756,0.014422807,0.11036534,0.131634772,0.002761098,0.0,0.133879567,0.213603457,0.002166227,0.003232505,0.023098939,0.133251024,0.037948257,0.007576183,0.0,0.01335653,0.0,0.007205792,-75.003,38.798,15.0,5.568684049685606,5.0166511487150585,25.406462324961367,29.838333494402363,0.5520329009705476,4.431871169440996
6,0.009928524,0.08070373,0.0,0.0,0.0,0.0,0.055974351,0.0,0.054606881,0.011996966,0.012594516,0.156856887,0.0,0.0,0.140998828,0.359460826,0.0,0.0,0.014214796,0.020845303,0.021488819,0.026004918,0.0,0.02047758,0.0,0.009434396,-74.806,38.78,16.0,5.839688294891533,5.689212152406012,29.99212559189994,30.134361684288475,0.15047614248552144,0.1422360923885364
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283855841,0.0,0.0,0.19472072,0.0,0.0,0.044246114,0.280565745,0.0,0.0,0.0,0.176039027,0.0,0.020572552,0.0,0.0,0.0,0.0,-74.655,38.974,17.0,5.716317332044432,5.635537131400707,30.330456307791195,30.343290774990994,0.08078020064372549,0.012834467199798638
8,0.0,0.039378362,0.007680662,0.000752671,0.002215247,0.002386308,0.009767613,0.0,0.037154563,0.007595132,0.009562339,0.115132958,0.000487525,0.0,0.024701284,0.552913605,0.0,0.0,0.143400874,0.0,0.002694219,0.024735496,0.002138269,0.000846755,0.0,0.001967208,-74.743,39.046,18.0,5.649795878905556,5.5950728931976235,30.33386762442744,30.335781992514498,0.054722985707932104,0.0019143680870570279
9,0.0,0.044625653,0.0,0.00664375,0.0,0.0,0.055585529,0.0,0.045920491,0.0,0.014952291,0.100380744,0.026497927,0.0,0.000477857,0.339324526,0.0,0.0,0.261171828,0.0,0.015183512,0.089235892,0.0,0.0,0.0,0.0,-74.732,39.06,19.0,5.517047808032962,5.507757606996503,30.215508951383743,30.21511765704366,0.0092902010364595,0.0003912943400834479
10,0.0,0.134381252,0.027807945,0.012746499,0.021606173,0.008373821,0.0,0.025635896,0.036124607,0.01689054,0.0,0.118405259,0.01128894,0.0,0.010002858,0.28593884,0.0,0.006516147,0.036953415,0.0,0.022577879,0.013775364,0.067362103,0.0,0.0,0.106458988,-73.976,39.955,2.0,6.075049670212529,6.012195060645729,28.076028042876743,30.31273966501648,0.06285460956680033,2.2367116221397367
11,0.0,0.0,0.013252454,0.0,0.0,0.0,0.157266439,0.0,0.032092752,0.025339529,0.0,0.127071163,0.000328697,0.0,0.07450957,0.240874931,0.0,0.0,0.155144851,0.0,0.0,0.157281379,0.0,0.016838236,0.0,0.0,-74.336,39.228,20.0,6.3139454466539355,6.091438302465959,30.20516690517059,30.263573003144256,0.22250714418797646,0.05840609797366625
12,0.0195687,0.024276032,0.0,0.011534196,0.0,0.017769563,0.040492914,0.0,0.0,0.0,0.0008626,0.14267406,0.041182994,0.016660505,0.049932224,0.346913124,0.0,0.021367837,0.073592113,0.036796057,0.044781269,0.073025262,0.0,0.0,0.0,0.0,-73.989,39.393,21.0,6.775392148157828,6.471025572089991,30.839664568300257,30.94555862606693,0.3043665760678369,0.10589405776667249
13,0.0,0.022683904,0.0,0.0,0.009554654,0.018867417,0.026164431,0.0,0.095224017,0.0,0.0,0.131991292,0.0,0.033676459,0.017187626,0.214811729,0.0,0.0,0.001760421,0.0,0.0,0.390491037,0.037587013,0.0,0.0,0.0,-73.964,39.596,22.0,6.671348816154804,6.472363810497502,30.415217249529796,30.94059266249522,0.1989850056573026,0.525375412965424
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0173717,0.008021359,0.013954316,0.0,0.008863839,0.124568377,0.050228419,0.0,0.011296351,0.301097597,0.011284485,0.0,0.0,0.0,0.001530703,0.42762385,0.0,0.024159003,0.0,0.0,-73.865,39.783,24.0,6.342098228061537,6.352395025742765,29.741371739231145,30.651633546539294,0.010296797681228043,0.9102618073081494
15,0.0,0.03440744,0.014186314,0.004098268,0.000855682,0.0,0.009615168,0.009187327,0.057465829,0.0,0.054313315,0.102276566,0.014906888,0.0,0.0,0.145533563,0.0,0.0,0.063478124,0.013600847,0.013916098,0.293386476,0.101285775,0.0,0.023733928,0.018442208,-73.898,40.181,25.0,6.015272200310202,5.527348279736666,28.129175112372057,30.59766251913548,0.48792392057353595,2.4684874067634226
16,0.0,0.009930145,0.004053641,0.0,0.003849684,0.0,0.0,0.0,0.02014073,0.0,0.0,0.060371201,0.025367122,0.0,0.00518815,0.724543647,0.003327045,0.0,0.006819804,0.0,0.00485672,0.112864573,0.0,0.007826841,0.0,0.0,-73.922,40.307,26.0,5.565189813761007,6.2715612278844635,25.375129162717187,30.255441240877072,0.7063714141234563,4.880312078159886
17,0.0,0.027535855,0.013371433,0.0,0.006863456,0.0,0.011881161,0.010924105,0.02104155,0.0,0.0,0.11105946,0.106834744,0.0,0.026401061,0.301677582,0.0,0.0,0.018635239,0.0,0.005824367,0.179611982,0.0,0.049288361,0.048741472,0.043778455,-73.953,40.387,27.0,5.222279215604812,6.036847304477364,24.18428425781027,27.461979912571294,0.8145680888725524,3.2776956547610254
18,0.0,0.013585509,0.013985083,0.0,0.003263186,0.001398508,0.005660629,0.0,0.010988279,0.0,0.00396244,0.052011188,0.066562334,0.001098828,0.103223229,0.401505061,0.000799148,0.0,0.006692861,0.00213106,0.006259989,0.144246137,0.002397443,0.058038093,0.01814731,0.014617741,-73.972,40.446,28.0,4.708212025229392,6.041524783159826,22.594429468045615,27.472484012565033,1.3333127579304334,4.878054544519419
19,0.0,0.204265609,0.0,5.57e-05,8.91e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.081601498,0.040550027,0.0,0.075851617,0.350285823,0.0,0.0,0.031312332,0.0,0.0,0.143479569,0.0,0.0,0.0,0.033540968,-73.864,40.35,29.0,5.932552453906716,6.736478004320635,26.84797386138666,30.813960325392063,0.8039255504139193,3.965986464005404
20,0.0,0.2836982,0.009963596,0.0,0.006183613,0.002692864,0.007190944,0.004059243,0.008976213,0.002393657,0.0,0.290919064,0.002832494,0.00379993,0.0,0.23902658,0.0,0.002244053,0.098269586,0.0,0.005096494,0.008736847,0.003909639,0.005096494,0.0,0.009065975,-74.079,39.849,3.0,6.106858692456276,5.914067215020453,28.70860411390286,28.857033713985057,0.19279147743582303,0.14842960008219563
22,0.0,0.031110836,0.020534389,0.045212766,0.023358898,0.0,0.014308098,0.0,0.032574633,0.020348837,0.015091539,0.173717632,0.038099951,0.0,0.035976414,0.458312716,0.0,0.0,0.076962725,0.0,0.0,0.014390566,0.0,0.0,0.0,0.0,-74.035,40.024,31.0,5.852356821010605,5.972974375086788,27.357335796233905,29.40148902920789,0.12061755407618335,2.0441532329739864
23,0.0,0.011429347,0.000760147,6.79e-05,0.00063798,0.000190037,0.032788109,0.0,0.198350753,0.0,0.000257907,0.160513099,0.003841455,0.000617619,0.002965929,0.144997964,0.0,0.0,0.36839962,0.0,0.000766934,0.060791367,0.002002172,0.004085788,0.004757703,0.000122166,-74.004,39.767,4.0,6.273863832560655,6.187336105201838,28.934243858019013,29.984571783953463,0.08652772735881697,1.0503279259344502
24,0.0,0.0,0.0,0.0,0.028368794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.822695035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.235,39.393,5.0,6.1102484706638975,5.791808388850186,29.640673690244675,30.374193645965335,0.3184400818137112,0.7335199557206593
25,0.0,0.227822816,0.0,0.0,0.063239725,0.020574967,0.0,0.0,0.0,0.0,0.109699865,0.09356949,0.0,0.0,0.054716761,0.2968222,0.0,0.0,0.051637175,0.0,0.008140096,0.022972051,0.0,0.0,0.0,0.0,-74.335,39.384,6.0,5.979533321890506,6.063082830487903,29.73025483871694,29.841455860174293,0.08354950859739674,0.11120102145735089
